trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
225,False,"{'a': 0.99, 'e': 0.5399999999999996}",20,12,-0.008026926784669763,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.99, 'e': 0.5379999999999996}",20,13,-0.09471988027505063,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
227,False,"{'a': 0.99, 'e': 0.5359999999999996}",25,0,-38.51497662137063,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
228,False,"{'a': 0.99, 'e': 0.5339999999999996}",20,9,0.3263519935489585,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.99, 'e': 0.5319999999999996}",20,0,-221.86115862434534,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 5}",0
230,False,"{'a': 0.99, 'e': 0.5299999999999996}",25,0,-121.40443986005322,"{0: 15, 1: 1, 2: 6, 3: 2, 4: 1}",0
231,False,"{'a': 0.99, 'e': 0.5279999999999996}",20,0,-7.1509672710625996,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
232,False,"{'a': 0.99, 'e': 0.5259999999999996}",30,0,-13.951189307874563,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
233,False,"{'a': 0.99, 'e': 0.5239999999999996}",25,13,-25.851932447216413,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 0}",1
234,False,"{'a': 0.99, 'e': 0.5219999999999996}",30,16,9.853419402915234,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
235,False,"{'a': 0.99, 'e': 0.5199999999999996}",25,15,-79.95053669921764,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 2}",1
236,False,"{'a': 0.99, 'e': 0.5179999999999996}",20,6,-50.96876997187552,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 1}",1
237,False,"{'a': 0.99, 'e': 0.5159999999999996}",25,3,-20.16474744193995,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
238,False,"{'a': 0.99, 'e': 0.5139999999999996}",25,0,-142.58944457398658,"{0: 14, 1: 5, 2: 2, 3: 2, 4: 2}",0
239,False,"{'a': 0.99, 'e': 0.5119999999999996}",30,0,-128.71310206640266,"{0: 24, 1: 0, 2: 2, 3: 1, 4: 3}",0
240,False,"{'a': 0.99, 'e': 0.5099999999999996}",25,5,-119.41238437419365,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 3}",1
241,False,"{'a': 0.99, 'e': 0.5079999999999996}",30,16,-7.850762435608154,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
242,False,"{'a': 0.99, 'e': 0.5059999999999996}",25,11,8.02369678668669,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
243,False,"{'a': 0.99, 'e': 0.5039999999999996}",20,0,-24.46833749488852,"{0: 17, 1: 0, 2: 1, 3: 2, 4: 0}",0
244,False,"{'a': 0.99, 'e': 0.5019999999999996}",25,6,-10.879499465226735,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
245,False,"{'a': 0.99, 'e': 0.49999999999999956}",30,13,6.579295907274624,"{0: 14, 1: 3, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 0.99, 'e': 0.49799999999999955}",20,0,-30.662278314809186,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
247,False,"{'a': 0.99, 'e': 0.49599999999999955}",20,6,0.9794049897600059,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
248,False,"{'a': 0.99, 'e': 0.49399999999999955}",20,4,-20.24743637362053,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
249,False,"{'a': 0.99, 'e': 0.49199999999999955}",25,6,9.186378614797189,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
250,False,"{'a': 0.99, 'e': 0.48999999999999955}",25,0,-9.822441986043767,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 0}",0
251,False,"{'a': 0.99, 'e': 0.48799999999999955}",20,4,-63.06737560368387,"{0: 12, 1: 0, 2: 2, 3: 1, 4: 1}",1
252,False,"{'a': 0.99, 'e': 0.48599999999999954}",25,15,-11.549522258318952,"{0: 8, 1: 1, 2: 0, 3: 1, 4: 0}",1
253,False,"{'a': 0.99, 'e': 0.48399999999999954}",20,0,-19.953803360250863,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",0
254,False,"{'a': 0.99, 'e': 0.48199999999999954}",20,0,-13.382234014303744,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
255,False,"{'a': 0.99, 'e': 0.47999999999999954}",30,0,-111.05681590543409,"{0: 23, 1: 0, 2: 4, 3: 1, 4: 2}",0
256,False,"{'a': 0.99, 'e': 0.47799999999999954}",25,0,-54.341919765531706,"{0: 19, 1: 0, 2: 4, 3: 2, 4: 0}",0
257,False,"{'a': 0.99, 'e': 0.47599999999999953}",20,0,6.05464668667601,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
258,False,"{'a': 0.99, 'e': 0.47399999999999953}",30,0,-85.31315197618974,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
259,False,"{'a': 0.99, 'e': 0.47199999999999953}",20,8,-3.677035663092348,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
260,False,"{'a': 0.99, 'e': 0.46999999999999953}",25,0,-43.50059858114557,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
261,False,"{'a': 0.99, 'e': 0.4679999999999995}",20,0,-5.357167707921368,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
262,False,"{'a': 0.99, 'e': 0.4659999999999995}",35,25,-12.95444544477333,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
263,False,"{'a': 0.99, 'e': 0.4639999999999995}",25,0,-15.875473477102116,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
264,False,"{'a': 0.99, 'e': 0.4619999999999995}",20,0,5.4350556829427985,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
265,False,"{'a': 0.99, 'e': 0.4599999999999995}",30,0,-26.721944332054996,"{0: 24, 1: 2, 2: 3, 3: 1, 4: 0}",0
266,False,"{'a': 0.99, 'e': 0.4579999999999995}",20,0,-4.637673164222701,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
267,False,"{'a': 0.99, 'e': 0.4559999999999995}",20,0,-54.466052633987445,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
268,False,"{'a': 0.99, 'e': 0.4539999999999995}",20,0,-16.697866552592036,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
269,False,"{'a': 0.99, 'e': 0.4519999999999995}",30,0,-55.01391933882506,"{0: 24, 1: 0, 2: 5, 3: 0, 4: 1}",0
270,False,"{'a': 0.99, 'e': 0.4499999999999995}",20,0,-76.66201863694481,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
271,False,"{'a': 0.99, 'e': 0.4479999999999995}",25,3,-93.23767010538164,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 3}",1
272,False,"{'a': 0.99, 'e': 0.4459999999999995}",20,0,17.98787048841335,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
273,False,"{'a': 0.99, 'e': 0.4439999999999995}",20,0,-37.39602624673305,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
274,False,"{'a': 0.99, 'e': 0.4419999999999995}",25,0,-130.81581678119235,"{0: 18, 1: 1, 2: 3, 3: 0, 4: 3}",0
275,False,"{'a': 0.99, 'e': 0.4399999999999995}",20,0,-33.206062517945746,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
276,False,"{'a': 0.99, 'e': 0.4379999999999995}",30,12,22.85098567999622,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
277,False,"{'a': 0.99, 'e': 0.4359999999999995}",25,2,-36.19564507628987,"{0: 17, 1: 2, 2: 3, 3: 1, 4: 0}",1
278,False,"{'a': 0.99, 'e': 0.4339999999999995}",30,0,21.95319893884842,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.99, 'e': 0.4319999999999995}",25,3,-30.855655902091733,"{0: 18, 1: 2, 2: 1, 3: 0, 4: 1}",1
280,False,"{'a': 0.99, 'e': 0.4299999999999995}",20,0,-31.761099036778365,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
281,False,"{'a': 0.99, 'e': 0.4279999999999995}",30,15,-9.416485167338434,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
282,False,"{'a': 0.99, 'e': 0.4259999999999995}",20,0,0.8747625789662725,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
283,False,"{'a': 0.99, 'e': 0.4239999999999995}",20,0,-45.51820127321353,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
284,False,"{'a': 0.99, 'e': 0.4219999999999995}",20,13,5.543400497138361,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.99, 'e': 0.4199999999999995}",20,0,-41.402255045778716,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
286,False,"{'a': 0.99, 'e': 0.4179999999999995}",20,0,19.207806228096157,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
287,False,"{'a': 0.99, 'e': 0.4159999999999995}",20,0,-61.709667525745445,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
288,False,"{'a': 0.99, 'e': 0.4139999999999995}",20,0,-99.22995007858387,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
289,False,"{'a': 0.99, 'e': 0.4119999999999995}",20,0,-40.742901866999595,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
290,False,"{'a': 0.99, 'e': 0.4099999999999995}",25,16,-32.38290559175935,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 1}",1
291,False,"{'a': 0.99, 'e': 0.4079999999999995}",25,12,6.118731372898557,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.99, 'e': 0.4059999999999995}",20,0,-4.067382619906965,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
293,False,"{'a': 0.99, 'e': 0.40399999999999947}",20,0,-42.32589609396669,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
294,False,"{'a': 0.99, 'e': 0.40199999999999947}",30,8,-14.557589523580722,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 0}",1
295,False,"{'a': 0.99, 'e': 0.39999999999999947}",30,6,-85.94007004488466,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 2}",1
296,False,"{'a': 0.99, 'e': 0.39799999999999947}",25,0,-0.7615054969573518,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
297,False,"{'a': 0.99, 'e': 0.39599999999999946}",20,14,10.454846675403916,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.99, 'e': 0.39399999999999946}",20,3,15.668465327310829,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
299,False,"{'a': 0.99, 'e': 0.39199999999999946}",20,0,12.221883924895117,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
300,False,"{'a': 0.99, 'e': 0.38999999999999946}",25,0,-54.96372918169938,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
301,False,"{'a': 0.99, 'e': 0.38799999999999946}",25,0,-52.9079449702716,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
302,False,"{'a': 0.99, 'e': 0.38599999999999945}",20,0,-40.73442958369665,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
303,False,"{'a': 0.99, 'e': 0.38399999999999945}",30,7,-55.60981538514673,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
304,False,"{'a': 0.99, 'e': 0.38199999999999945}",20,12,2.3270517238578465,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
305,False,"{'a': 0.99, 'e': 0.37999999999999945}",25,13,1.0073506408010924,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
306,False,"{'a': 0.99, 'e': 0.37799999999999945}",25,0,-76.38602234388158,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
307,False,"{'a': 0.99, 'e': 0.37599999999999945}",20,0,-24.847351419963367,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
308,False,"{'a': 0.99, 'e': 0.37399999999999944}",25,0,21.705286073997765,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
309,False,"{'a': 0.99, 'e': 0.37199999999999944}",35,0,-33.21001584814518,"{0: 30, 1: 1, 2: 3, 3: 0, 4: 1}",0
310,False,"{'a': 0.99, 'e': 0.36999999999999944}",35,6,-58.301312954856535,"{0: 22, 1: 3, 2: 2, 3: 1, 4: 1}",1
311,False,"{'a': 0.99, 'e': 0.36799999999999944}",20,0,0.24550722243895307,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
312,False,"{'a': 0.99, 'e': 0.36599999999999944}",30,13,3.3581418077146576,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
313,False,"{'a': 0.99, 'e': 0.36399999999999944}",25,8,17.22080648249506,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
314,False,"{'a': 0.99, 'e': 0.36199999999999943}",25,9,-23.770025296591378,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
315,False,"{'a': 0.99, 'e': 0.35999999999999943}",25,0,-96.4252849551839,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
316,False,"{'a': 0.99, 'e': 0.35799999999999943}",20,12,12.574246140886986,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
317,False,"{'a': 0.99, 'e': 0.35599999999999943}",30,11,20.38316349521025,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.99, 'e': 0.3539999999999994}",20,0,2.375972871582203,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
319,False,"{'a': 0.99, 'e': 0.3519999999999994}",25,5,-4.610070979098165,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
320,False,"{'a': 0.99, 'e': 0.3499999999999994}",25,14,9.684400621602759,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
321,False,"{'a': 0.99, 'e': 0.3479999999999994}",20,7,-0.6121853729820064,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
322,False,"{'a': 0.99, 'e': 0.3459999999999994}",20,0,-99.1380168142355,"{0: 14, 1: 0, 2: 2, 3: 3, 4: 1}",0
323,False,"{'a': 0.99, 'e': 0.3439999999999994}",20,8,-3.93474136781814,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.99, 'e': 0.3419999999999994}",25,0,23.14838567967271,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
325,False,"{'a': 0.99, 'e': 0.3399999999999994}",30,10,-11.560772733905722,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
326,False,"{'a': 0.99, 'e': 0.3379999999999994}",30,12,-8.703790155564633,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
327,False,"{'a': 0.99, 'e': 0.3359999999999994}",25,17,14.357944384050418,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.99, 'e': 0.3339999999999994}",25,17,14.218611362072032,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.99, 'e': 0.3319999999999994}",30,12,35.33825336486611,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.99, 'e': 0.3299999999999994}",25,0,-14.332463757653803,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.99, 'e': 0.3279999999999994}",20,11,15.936326549662969,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.99, 'e': 0.3259999999999994}",20,3,11.820113861861307,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
333,False,"{'a': 0.99, 'e': 0.3239999999999994}",25,11,-25.982347672827082,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.99, 'e': 0.3219999999999994}",20,16,6.4586799530625045,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.99, 'e': 0.3199999999999994}",20,0,-14.478388680166448,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
336,False,"{'a': 0.99, 'e': 0.3179999999999994}",25,9,9.829270544067821,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
337,False,"{'a': 0.99, 'e': 0.3159999999999994}",20,8,0.8415142844835084,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
338,False,"{'a': 0.99, 'e': 0.3139999999999994}",25,18,12.854708616656332,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.99, 'e': 0.3119999999999994}",25,15,10.714636939877384,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.99, 'e': 0.3099999999999994}",25,11,15.088854263826372,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.99, 'e': 0.3079999999999994}",25,7,29.063025499780252,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.99, 'e': 0.3059999999999994}",25,3,-37.411796124063734,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
343,False,"{'a': 0.99, 'e': 0.3039999999999994}",25,9,-23.25651085948866,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.99, 'e': 0.3019999999999994}",35,3,19.622817219656596,"{0: 29, 1: 1, 2: 2, 3: 0, 4: 0}",1
345,False,"{'a': 0.99, 'e': 0.2999999999999994}",20,0,1.4815040855978134,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
346,False,"{'a': 0.99, 'e': 0.2979999999999994}",20,12,12.031294313506278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.99, 'e': 0.2959999999999994}",25,0,-26.8846914746868,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
348,False,"{'a': 0.99, 'e': 0.2939999999999994}",20,13,14.612977439398048,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.99, 'e': 0.29199999999999937}",20,0,8.578224896680744,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
350,False,"{'a': 0.99, 'e': 0.28999999999999937}",30,18,14.057389106065408,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
351,False,"{'a': 0.99, 'e': 0.28799999999999937}",30,14,-27.53607815461951,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 1}",1
352,False,"{'a': 0.99, 'e': 0.28599999999999937}",25,3,4.415530708792129,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
353,False,"{'a': 0.99, 'e': 0.28399999999999936}",20,12,-41.89276009858905,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
354,False,"{'a': 0.99, 'e': 0.28199999999999936}",20,6,22.911998796871686,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.99, 'e': 0.27999999999999936}",20,15,12.364810876777767,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.99, 'e': 0.27799999999999936}",35,14,-14.33072820795534,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 1}",1
357,False,"{'a': 0.99, 'e': 0.27599999999999936}",20,0,-21.407968161400085,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",1
358,False,"{'a': 0.99, 'e': 0.27399999999999936}",20,2,-40.278233878693385,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
359,False,"{'a': 0.99, 'e': 0.27199999999999935}",25,7,-3.103539172264515,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
360,False,"{'a': 0.99, 'e': 0.26999999999999935}",25,0,-13.460025898867903,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
361,False,"{'a': 0.99, 'e': 0.26799999999999935}",25,15,8.88129560074482,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.99, 'e': 0.26599999999999935}",25,3,29.54609712898551,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.99, 'e': 0.26399999999999935}",25,0,-44.41721249952419,"{0: 20, 1: 0, 2: 4, 3: 0, 4: 1}",0
364,False,"{'a': 0.99, 'e': 0.26199999999999934}",25,12,16.046984115966584,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.99, 'e': 0.25999999999999934}",20,0,-44.632690412277995,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
366,False,"{'a': 0.99, 'e': 0.25799999999999934}",25,12,25.263897135395496,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.99, 'e': 0.25599999999999934}",25,16,-25.215192349422693,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
368,False,"{'a': 0.99, 'e': 0.25399999999999934}",30,8,-6.38706796369461,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
369,False,"{'a': 0.99, 'e': 0.25199999999999934}",30,16,10.180736306929482,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
370,False,"{'a': 0.99, 'e': 0.24999999999999933}",20,0,-8.937203307769813,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
371,False,"{'a': 0.99, 'e': 0.24799999999999933}",25,16,4.932751472839135,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.99, 'e': 0.24599999999999933}",25,3,19.36058822076011,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
373,False,"{'a': 0.99, 'e': 0.24399999999999933}",25,2,18.445832446790373,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
374,False,"{'a': 0.99, 'e': 0.24199999999999933}",25,0,26.174552668207795,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
375,False,"{'a': 0.99, 'e': 0.23999999999999932}",20,5,-25.823379369244698,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
376,False,"{'a': 0.99, 'e': 0.23799999999999932}",25,14,12.282011757497616,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.99, 'e': 0.23599999999999932}",20,10,17.90744433492969,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.99, 'e': 0.23399999999999932}",25,11,-0.2599386433729436,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
379,False,"{'a': 0.99, 'e': 0.23199999999999932}",25,9,-16.214380109741487,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
380,False,"{'a': 0.99, 'e': 0.22999999999999932}",20,5,20.819842989127586,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.99, 'e': 0.22799999999999931}",20,0,4.189862440620162,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
382,False,"{'a': 0.99, 'e': 0.2259999999999993}",25,7,-13.47506702392781,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
383,False,"{'a': 0.99, 'e': 0.2239999999999993}",20,0,0.2284263104031965,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
384,False,"{'a': 0.99, 'e': 0.2219999999999993}",20,13,11.844781697123874,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.99, 'e': 0.2199999999999993}",20,8,5.143850844733926,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
386,False,"{'a': 0.99, 'e': 0.2179999999999993}",25,15,-2.3740660420669544,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
387,False,"{'a': 0.99, 'e': 0.2159999999999993}",20,7,25.85872563323405,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.99, 'e': 0.2139999999999993}",20,6,15.5644123817899,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
389,False,"{'a': 0.99, 'e': 0.2119999999999993}",25,15,15.474609067745838,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.99, 'e': 0.2099999999999993}",30,21,14.551660776608406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.99, 'e': 0.2079999999999993}",30,17,8.188511284945932,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
392,False,"{'a': 0.99, 'e': 0.2059999999999993}",20,7,0.3739217286512444,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
393,False,"{'a': 0.99, 'e': 0.2039999999999993}",20,2,32.51646023188596,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.99, 'e': 0.2019999999999993}",25,8,24.21553696120256,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
395,False,"{'a': 0.99, 'e': 0.1999999999999993}",35,12,40.043987793253244,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.99, 'e': 0.1979999999999993}",30,8,33.673626193665996,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.99, 'e': 0.19599999999999929}",20,0,0.7794686796289054,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
398,False,"{'a': 0.99, 'e': 0.19399999999999928}",20,14,9.287984348713497,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.99, 'e': 0.19199999999999928}",20,8,21.093979720217938,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.99, 'e': 0.18999999999999928}",20,0,-55.59517610329605,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
401,False,"{'a': 0.99, 'e': 0.18799999999999928}",30,13,25.486636986114764,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.99, 'e': 0.18599999999999928}",25,11,14.09476754509425,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
403,False,"{'a': 0.99, 'e': 0.18399999999999928}",30,7,43.155334337969215,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.99, 'e': 0.18199999999999927}",20,1,-11.454932119794297,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 1}",1
405,False,"{'a': 0.99, 'e': 0.17999999999999927}",20,11,16.982191082139195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.99, 'e': 0.17799999999999927}",20,12,1.0483145398808027,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.99, 'e': 0.17599999999999927}",20,8,10.663865274980292,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
408,False,"{'a': 0.99, 'e': 0.17399999999999927}",20,6,10.137661536847874,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
