trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
409,False,"{'a': 0.99, 'e': 0.17199999999999926}",20,3,3.4725524853397247,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
410,False,"{'a': 0.99, 'e': 0.16999999999999926}",20,9,-9.763479976513045,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
411,False,"{'a': 0.99, 'e': 0.16799999999999926}",30,19,8.499047695379248,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
412,False,"{'a': 0.99, 'e': 0.16599999999999926}",20,10,-18.56575600723371,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
413,False,"{'a': 0.99, 'e': 0.16399999999999926}",25,6,34.88736002209125,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.99, 'e': 0.16199999999999926}",25,5,24.113328161713426,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.99, 'e': 0.15999999999999925}",25,17,15.801284310802522,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.99, 'e': 0.15799999999999925}",25,0,-3.1205045483072933,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
417,False,"{'a': 0.99, 'e': 0.15599999999999925}",20,10,17.598800613087118,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.99, 'e': 0.15399999999999925}",20,0,-3.151693352600689,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
419,False,"{'a': 0.99, 'e': 0.15199999999999925}",20,8,1.3567025938130992,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.99, 'e': 0.14999999999999925}",20,14,9.450089628228701,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.99, 'e': 0.14799999999999924}",25,0,0.5375432958191069,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
422,False,"{'a': 0.99, 'e': 0.14599999999999924}",20,6,23.622666041054025,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.99, 'e': 0.14399999999999924}",25,13,-2.8207423167619448,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
424,False,"{'a': 0.99, 'e': 0.14199999999999924}",20,0,28.002515301654974,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
425,False,"{'a': 0.99, 'e': 0.13999999999999924}",20,13,15.411019155728152,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.99, 'e': 0.13799999999999923}",20,4,-7.142885543814258,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
427,False,"{'a': 0.99, 'e': 0.13599999999999923}",20,0,8.126654449837764,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
428,False,"{'a': 0.99, 'e': 0.13399999999999923}",25,10,26.9165871505249,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.99, 'e': 0.13199999999999923}",25,12,-1.4639263340341155,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
430,False,"{'a': 0.99, 'e': 0.12999999999999923}",20,8,18.249653592995234,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.99, 'e': 0.12799999999999923}",20,9,-1.7820606493781062,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
432,False,"{'a': 0.99, 'e': 0.12599999999999922}",25,17,14.110794521434942,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.99, 'e': 0.12399999999999922}",30,16,31.081265677762435,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.99, 'e': 0.12199999999999922}",20,0,18.47652782366523,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
435,False,"{'a': 0.99, 'e': 0.11999999999999922}",30,14,31.94531104714955,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.99, 'e': 0.11799999999999922}",25,17,17.873048975821074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.99, 'e': 0.11599999999999921}",20,7,20.523845506943545,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.99, 'e': 0.11399999999999921}",25,5,21.459505105363743,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.99, 'e': 0.11199999999999921}",20,15,8.282399977610607,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.99, 'e': 0.10999999999999921}",30,0,48.02649592568898,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
441,False,"{'a': 0.99, 'e': 0.10799999999999921}",25,17,-5.733009055340762,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.99, 'e': 0.1059999999999992}",30,12,-20.039934191794362,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
443,False,"{'a': 0.99, 'e': 0.1039999999999992}",25,8,-8.345174491447823,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
444,False,"{'a': 0.99, 'e': 0.1019999999999992}",20,13,13.631560077875454,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.99, 'e': 0.0999999999999992}",25,11,24.439494558793818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.99, 'e': 0.0979999999999992}",25,2,41.71741638141526,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.99, 'e': 0.0959999999999992}",20,14,10.71116741218934,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.99, 'e': 0.0939999999999992}",20,2,16.58092809742106,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
449,False,"{'a': 0.99, 'e': 0.0919999999999992}",30,14,29.43128338317307,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.99, 'e': 0.08999999999999919}",25,10,31.425631839693168,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.99, 'e': 0.08799999999999919}",20,8,25.416315852657895,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.99, 'e': 0.08599999999999919}",30,5,28.600157843635117,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",1
453,False,"{'a': 0.99, 'e': 0.08399999999999919}",20,14,10.129483741568256,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.99, 'e': 0.08199999999999918}",25,11,-16.440694014846628,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
455,False,"{'a': 0.99, 'e': 0.07999999999999918}",20,0,19.44457511893279,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
456,False,"{'a': 0.99, 'e': 0.07799999999999918}",25,12,24.756295114106177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.99, 'e': 0.07599999999999918}",20,6,26.862387410807564,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.99, 'e': 0.07399999999999918}",20,10,18.17848089121594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.99, 'e': 0.07199999999999918}",35,18,31.640006522153996,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.99, 'e': 0.06999999999999917}",20,11,15.779529681078326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.99, 'e': 0.06799999999999917}",20,12,14.863784600282512,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.99, 'e': 0.06599999999999917}",20,2,31.444375797878475,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.99, 'e': 0.06399999999999917}",25,16,18.827969893766806,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
464,False,"{'a': 0.99, 'e': 0.06199999999999917}",20,12,14.247778812712188,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.99, 'e': 0.059999999999999165}",25,11,26.958120822438033,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.99, 'e': 0.05799999999999916}",35,8,43.52432438460475,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.99, 'e': 0.05599999999999916}",20,9,22.12388128526744,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.99, 'e': 0.05399999999999916}",20,8,6.018626242192621,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
469,False,"{'a': 0.99, 'e': 0.05199999999999916}",30,13,26.63300785803167,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.99, 'e': 0.049999999999999156}",35,21,5.040861567739893,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
471,False,"{'a': 0.99, 'e': 0.047999999999999154}",25,18,15.199596822893707,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.99, 'e': 0.04599999999999915}",25,19,11.628998718258652,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.99, 'e': 0.04399999999999915}",25,6,31.23982319701544,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.99, 'e': 0.04199999999999915}",35,21,22.872442658206893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.99, 'e': 0.03999999999999915}",25,17,16.335051812465917,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.99, 'e': 0.037999999999999146}",25,11,24.479420035221743,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.99, 'e': 0.035999999999999144}",20,11,15.959700593064989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.99, 'e': 0.03399999999999914}",20,5,17.143269006937317,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
479,False,"{'a': 0.99, 'e': 0.03199999999999914}",20,16,9.879092100155187,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.99, 'e': 0.02999999999999914}",20,11,18.530512231625227,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.99, 'e': 0.027999999999999137}",20,9,21.381776797230422,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.99, 'e': 0.025999999999999135}",25,17,17.156562183933566,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.99, 'e': 0.023999999999999133}",20,15,7.731152422900742,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.99, 'e': 0.02199999999999913}",20,8,-22.800925640352375,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
485,False,"{'a': 0.99, 'e': 0.01999999999999913}",20,6,25.928285464178018,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.99, 'e': 0.017999999999999128}",20,12,15.384081515568422,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.99, 'e': 0.015999999999999126}",25,11,25.752652885948887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.99, 'e': 0.013999999999999126}",25,2,41.10234602955945,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.99, 'e': 0.011999999999999126}",20,11,16.262360983637326,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.99, 'e': 0.009999999999999126}",25,11,21.516184940535044,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.99, 'e': 0.007999999999999126}",20,14,11.22225544717639,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.99, 'e': 0.005999999999999126}",25,9,25.48604762254055,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.99, 'e': 0.003999999999999126}",25,17,16.509281924931294,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.99, 'e': 0.0019999999999991257}",25,18,13.04948119387831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.99, 'e': -8.743006318923108e-16}",25,8,33.57801873929082,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0.0, 'e': 0.0}",20,11,17.553389668109013,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0.0, 'e': 0.0}",20,10,19.01932640917705,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0.0, 'e': 0.0}",25,12,21.753378539130296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0.0, 'e': 0.0}",30,13,31.64341295143804,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0.0, 'e': 0.0}",25,9,28.160652109918832,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0.0, 'e': 0.0}",25,11,26.34385197669575,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0.0, 'e': 0.0}",25,3,39.823523473315255,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0.0, 'e': 0.0}",20,2,28.26834911605613,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0.0, 'e': 0.0}",25,0,38.06681028890941,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0.0, 'e': 0.0}",20,12,16.94064677010185,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0.0, 'e': 0.0}",30,12,29.32257679488177,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0.0, 'e': 0.0}",20,9,24.08269192303812,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0.0, 'e': 0.0}",30,8,38.213577194976764,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0.0, 'e': 0.0}",20,6,23.89366960260146,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0.0, 'e': 0.0}",25,8,32.39585651516484,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0.0, 'e': 0.0}",25,8,33.05692894096102,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0.0, 'e': 0.0}",25,7,28.740504660873103,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0.0, 'e': 0.0}",25,8,29.675493654679403,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0.0, 'e': 0.0}",25,15,19.11290187393012,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0.0, 'e': 0.0}",30,14,30.010788053832567,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0.0, 'e': 0.0}",25,13,23.542936390683856,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0.0, 'e': 0.0}",30,21,19.37100308535694,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0.0, 'e': 0.0}",30,12,36.20296727690525,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0.0, 'e': 0.0}",20,5,25.911401766421363,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0.0, 'e': 0.0}",30,12,33.41988077263312,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'a': 0.0, 'e': 0.0}",25,10,30.62023888204471,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0.0, 'e': 0.0}",30,18,21.830465233146974,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0.0, 'e': 0.0}",20,12,17.126004015029284,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0.0, 'e': 0.0}",20,13,13.93663130030599,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0.0, 'e': 0.0}",20,13,13.27344630872884,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0.0, 'e': 0.0}",30,13,36.304745073081946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0.0, 'e': 0.0}",25,14,23.803639619110303,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0.0, 'e': 0.0}",20,11,16.36693217369585,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0.0, 'e': 0.0}",25,7,33.997200554669575,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0.0, 'e': 0.0}",25,6,32.98064237594244,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0.0, 'e': 0.0}",25,13,22.616396399597456,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0.0, 'e': 0.0}",20,6,24.337738844816343,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0.0, 'e': 0.0}",20,16,8.509109298400958,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0.0, 'e': 0.0}",20,9,20.855567615129363,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0.0, 'e': 0.0}",30,20,17.967664903914567,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0.0, 'e': 0.0}",20,2,28.117680790252695,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0.0, 'e': 0.0}",30,19,18.75277047219386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0.0, 'e': 0.0}",20,10,21.07037669779122,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0.0, 'e': 0.0}",20,15,12.80309637491215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0.0, 'e': 0.0}",25,11,24.52615908683429,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0.0, 'e': 0.0}",35,13,41.004244745940085,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0.0, 'e': 0.0}",20,6,24.20880462718836,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0.0, 'e': 0.0}",20,15,10.191304854958435,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0.0, 'e': 0.0}",20,6,23.55068024980712,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
50,True,"{'a': 0.0, 'e': 0.0}",30,12,30.33756909005532,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
51,True,"{'a': 0.0, 'e': 0.0}",25,7,29.89195215712493,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
52,True,"{'a': 0.0, 'e': 0.0}",20,11,17.73179155244562,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
53,True,"{'a': 0.0, 'e': 0.0}",20,6,22.457201328442835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
54,True,"{'a': 0.0, 'e': 0.0}",25,8,33.86594958409751,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
55,True,"{'a': 0.0, 'e': 0.0}",20,6,27.056729004408442,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
56,True,"{'a': 0.0, 'e': 0.0}",25,12,24.922212425155983,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
57,True,"{'a': 0.0, 'e': 0.0}",25,19,11.675403013032085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
58,True,"{'a': 0.0, 'e': 0.0}",20,15,9.990226068541102,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
59,True,"{'a': 0.0, 'e': 0.0}",25,20,8.61437484504054,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,True,"{'a': 0.0, 'e': 0.0}",25,7,30.716987396437254,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
61,True,"{'a': 0.0, 'e': 0.0}",35,24,20.754827511440325,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,True,"{'a': 0.0, 'e': 0.0}",20,7,24.989027852295507,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,True,"{'a': 0.0, 'e': 0.0}",25,8,28.55700030050375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
64,True,"{'a': 0.0, 'e': 0.0}",20,3,33.1704757007071,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
65,True,"{'a': 0.0, 'e': 0.0}",20,13,14.771805684939439,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,True,"{'a': 0.0, 'e': 0.0}",30,17,28.16893183419369,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,True,"{'a': 0.0, 'e': 0.0}",20,6,20.397185754587422,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,True,"{'a': 0.0, 'e': 0.0}",25,11,26.177746705778635,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
69,True,"{'a': 0.0, 'e': 0.0}",20,15,11.189118900650689,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
70,True,"{'a': 0.0, 'e': 0.0}",20,6,24.924588586273213,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
71,True,"{'a': 0.0, 'e': 0.0}",20,11,15.175114041560876,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,True,"{'a': 0.0, 'e': 0.0}",25,14,23.148244270149245,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
73,True,"{'a': 0.0, 'e': 0.0}",20,7,25.06734281996195,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,True,"{'a': 0.0, 'e': 0.0}",25,13,23.171073977118212,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
75,True,"{'a': 0.0, 'e': 0.0}",20,6,25.74725731079143,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
76,True,"{'a': 0.0, 'e': 0.0}",20,12,17.190465914662415,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
77,True,"{'a': 0.0, 'e': 0.0}",30,18,21.88579799117242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
78,True,"{'a': 0.0, 'e': 0.0}",25,15,18.829939975428196,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,True,"{'a': 0.0, 'e': 0.0}",35,12,37.31091817641347,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
80,True,"{'a': 0.0, 'e': 0.0}",20,0,28.68517966710838,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
81,True,"{'a': 0.0, 'e': 0.0}",35,26,15.426172362838656,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
82,True,"{'a': 0.0, 'e': 0.0}",30,15,24.851671849619102,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,True,"{'a': 0.0, 'e': 0.0}",25,11,28.40659507046005,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
84,True,"{'a': 0.0, 'e': 0.0}",20,3,31.974096265481602,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,True,"{'a': 0.0, 'e': 0.0}",25,11,29.02118735568271,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,True,"{'a': 0.0, 'e': 0.0}",25,20,10.305430631758307,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,True,"{'a': 0.0, 'e': 0.0}",25,3,33.64779514974708,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,True,"{'a': 0.0, 'e': 0.0}",25,11,27.06777262776285,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
89,True,"{'a': 0.0, 'e': 0.0}",30,11,35.082853712628236,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,True,"{'a': 0.0, 'e': 0.0}",20,12,13.804548499135764,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
91,True,"{'a': 0.0, 'e': 0.0}",20,16,9.053508429784078,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
92,True,"{'a': 0.0, 'e': 0.0}",20,12,13.914898699437089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
93,True,"{'a': 0.0, 'e': 0.0}",20,10,18.79565670940503,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
94,True,"{'a': 0.0, 'e': 0.0}",25,3,38.36861173880654,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
95,True,"{'a': 0.0, 'e': 0.0}",20,3,30.994636383613745,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
96,True,"{'a': 0.0, 'e': 0.0}",25,8,32.257135384014006,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
97,True,"{'a': 0.0, 'e': 0.0}",30,16,27.058966855775843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
98,True,"{'a': 0.0, 'e': 0.0}",30,10,35.07091145725885,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
99,True,"{'a': 0.0, 'e': 0.0}",20,8,21.636868792447906,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
100,True,"{'a': 0.0, 'e': 0.0}",30,10,34.734533394162725,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
